p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.8409691239531318e-33	-1.5170579359142513	0.014	0.12	1.0731192671908164e-28	2	mt-Co1
4.348321990885878e-40	-1.527263347324917	0.009	0.14	1.642491665617323e-35	3	Akap12
5.43381330507731e-48	-1.5276066193781115	0.003	0.118	2.0525142997268523e-43	1	Spata19
1.8546274345709569e-47	-1.5291836381566937	0.037	0.204	7.005484208604875e-43	3	Hsp90aa1
7.825800679498694e-33	-1.5325149899810362	0.009	0.118	2.9560396906670418e-28	3	Spz1
4.6528509693800515e-28	-1.5422032782101052	0.031	0.167	1.757521396663927e-23	5	BIRC3
2.7445065805890395e-36	-1.5611090550787035	0.01	0.131	1.0366824706858978e-31	3	Dbil5
2.6876632558100958e-27	-1.5679266183102405	0.039	0.152	1.0152110416171475e-22	4	Smcp
1.4015977672425821e-28	-1.5732069196829117	0.014	0.117	5.294255246205406e-24	4	mt-Co1
1.463523285364163e-48	-1.584301195249628	0.025	0.176	5.528166505806052e-44	2	Lyar
1.1434982920644116e-47	-1.5969964409985091	0.025	0.174	4.319336098614902e-43	2	Calm1
4.215678464284936e-40	-1.6047200424590864	0.011	0.134	1.5923882263143487e-35	2	Dbil5
5.881347338696991e-49	-1.6095574132055415	0.019	0.182	2.2215613302460144e-44	3	Eif1
3.238133999659891e-42	-1.6295917868586556	0.005	0.107	1.2231403556915306e-37	1	Hmgb4
4.517562872532381e-59	-1.6300896943152945	0.007	0.149	1.7064190238416564e-54	1	Akap12
9.115042805968736e-35	-1.6310368733153207	0.012	0.12	3.443025119098571e-30	2	Gsg1
1.1706190805959923e-53	-1.6382765133209751	0.059	0.298	4.4217794531352414e-49	5	CLU
1.7167783882439466e-33	-1.6418917340172159	0.019	0.137	6.484787005913859e-29	3	Actb
1.2602651136394335e-35	-1.6471772954315531	0.06	0.299	4.760399413750232e-31	7	NDRG1
1.7274415937123326e-34	-1.65156380938162	0.006	0.119	6.525065131929593e-30	3	Gsg1
4.5069883618984106e-5	-1.6568501738136268	0.05	0.109	1	8	Prm1
2.9711047156100877e-22	-1.6571244677004289	0.021	0.163	1.1222753842273984e-17	6	BIRC3
2.826822542852449e-54	-1.6611180574271387	0.02	0.185	1.0677756791116554e-49	2	Eif1
1.9691809725939553e-46	-1.663676525706661	0.02	0.174	7.438187287779147e-42	3	Lyar
1.1957307262486533e-56	-1.6861921971616214	0.06	0.309	4.516633672259038e-52	5	NDRG1
7.81770530341705e-34	-1.6943530053901814	0.013	0.119	2.952981824259723e-29	2	Akap4
6.236570006712148e-39	-1.6954464449543378	0.017	0.14	2.3557395886353796e-34	2	Actb
3.788666365424728e-51	-1.7003692013306868	0.005	0.127	1.4310929462118826e-46	1	Spz1
1.3533755291026706e-56	-1.7260584250094337	0.006	0.141	5.1121053860795174e-52	1	Dbil5
5.829229838766191e-62	-1.7274297586302914	0.025	0.209	2.2018749869971533e-57	2	Hsp90aa1
4.159768662270127e-50	-1.7363765643660813	0.006	0.127	1.571269416799295e-45	1	Gsg1
2.107185736599881e-48	-1.7500745565965756	0.008	0.127	7.95947268285873e-44	1	mt-Co1
2.358522527628987e-76	-1.7793346371511962	0.013	0.195	8.908847143612973e-72	1	Eif1
2.850367094721539e-72	-1.787816442262759	0.014	0.187	1.076669162689167e-67	1	Lyar
1.0760372818580698e-33	-1.7917774440611212	0.007	0.118	4.064515624762487e-29	3	Akap4
1.5144637251892313e-70	-1.801347965822366	0.014	0.184	5.720583829157283e-66	1	Calm1
5.2403461897752924e-55	-1.851938389347969	0.011	0.148	1.9794359662638213e-50	1	Actb
2.67985959690845e-85	-1.8583800787192222	0.019	0.22	1.0122633655402288e-80	1	Hsp90aa1
7.722841560011653e-91	-1.8633431606423114	0.04	0.323	2.9171489424632016e-86	4	NDRG1
2.664090995931873e-72	-1.8750567810494119	0.066	0.283	1.0063070918933463e-67	2	Ldhc
4.71930673692201e-84	-1.8768277002663147	0.043	0.311	1.782623733737551e-79	4	CLU
1.5501310094018032e-46	-1.881388419797704	0.049	0.257	5.855309861813431e-42	5	IGHM
9.249863418831377e-51	-1.887018406016651	0.005	0.126	3.493950909195176e-46	1	Akap4
1.6997224389872986e-66	-1.8964589306883488	0.018	0.209	6.420361568786724e-62	2	Odf2
2.2909611950715483e-60	-1.9097386172939919	0.016	0.206	8.65364772214376e-56	3	Odf2
1.136752069239377e-41	-1.9222313595221263	0.025	0.158	4.293853591137899e-37	2	Smcp
8.832897313566082e-87	-1.945636909805779	0.016	0.219	3.336450302253316e-82	1	Odf2
1.8619079646628398e-98	-1.9783132230034643	0.036	0.326	7.032984954920945e-94	3	NDRG1
5.938743266072667e-41	-1.9882946374844024	0.018	0.157	2.2432414938936285e-36	3	Smcp
9.480511144397558e-140	-1.9949250742801916	0.107	0.562	3.58107347457329e-135	5	MT-ATP6
9.038323660405958e-92	-1.9966243639184298	0.04	0.313	3.4140459962451423e-87	3	CLU
5.524733442109075e-6	-2.003708835656002	0.038	0.103	0.20868575630878608	8	Prm2
5.793692947489659e-107	-2.031540099245582	0.038	0.286	2.188451637055269e-102	1	IGHM
2.5799087571402065e-87	-2.0522214346651504	0.032	0.275	9.745089348345702e-83	2	IGHM
9.738935209567927e-37	-2.068341463006514	0.032	0.251	3.678687996710093e-32	6	IGHM
2.6976830194271582e-77	-2.070705041765148	0.042	0.282	1.0189958069282205e-72	3	Ldhc
4.649611691468825e-46	-2.1363167892783506	0.03	0.292	1.7562978242185192e-41	6	CLU
1.5271441451979006e-48	-2.1396254263609444	0.03	0.303	5.76848157965603e-44	6	NDRG1
5.31131850404116e-105	-2.3237635228022295	0.087	0.548	2.0062443385314676e-100	6	MT-ATP6
7.610933525919885e-118	-2.3340103010380844	0.038	0.3	2.8748779207457184e-113	1	Ldhc
4.664920164752469e-72	-2.35288122927948	0.005	0.17	1.76208029383195e-67	1	Smcp
9.940587218227277e-19	-2.4688584136783196	0.036	0.118	3.754858009940989e-14	4	Prm1
8.721248775983179e-19	-2.53553388110774	0.031	0.111	3.294277300152126e-14	4	Prm2
1.1395799951290869e-12	-2.6196357867833844	0.04	0.114	4.3045355156011e-8	5	Prm1
1.3285372120263657e-23	-2.694684970189821	0.033	0.12	5.018283610987191e-19	2	Prm1
8.037677721382644e-16	-2.7789228141779514	0.025	0.108	3.0360720056978664e-11	5	Prm2
3.853840187923329e-26	-2.797126173522157	0.019	0.114	1.4557110541842792e-21	3	Prm2
1.3754747746646903e-30	-2.89871546439393	0.017	0.116	5.195580866340934e-26	2	Prm2
4.572734857625669e-30	-3.0438438038317233	0.016	0.122	1.727259137770944e-25	3	Prm1
4.988010798122333e-42	-3.0905772724248264	0.018	0.129	1.884121318774749e-37	1	Prm1
3.045788589926677e-44	-3.095559734929344	0.011	0.122	1.1504857240730038e-39	1	Prm2
